# {"t_start": 1654041886.724913, "env_id": "HumanoidSwimmerEnv-v1"} 
r,l,t
-1067.37112,240,79.220449
-1059.031887,240,140.638482
-1067.339064,240,205.679496
-1081.929679,240,279.515339
-1112.360948,240,344.041783
-1055.496832,240,409.42981
-1121.883672,240,467.985789
-1175.917558,240,534.311359
-1083.923491,240,590.906761
-1049.893126,240,644.37516
-1110.96998,240,709.037309
-1135.816691,240,792.376813
-1123.860384,240,858.989209
-1096.972166,240,928.535804
