# {"t_start": 1654041887.295786, "env_id": "HumanoidSwimmerEnv-v1"} 
r,l,t
-1086.930488,240,78.575927
-1054.788323,240,140.121876
-1033.157472,240,205.077933
-1154.83013,240,278.905182
-1042.021875,240,343.479852
-1085.954306,240,408.946474
-1117.420566,240,467.337931
-1104.270709,240,533.651685
-1087.316939,240,590.324374
-1061.90313,240,643.783548
-1098.93169,240,708.327833
-1059.684608,240,791.737164
-1112.939074,240,858.358889
-1132.860614,240,928.013841
