# {"t_start": 1654041887.149436, "env_id": "HumanoidSwimmerEnv-v1"} 
r,l,t
-1163.99678,240,78.833997
-1052.677908,240,140.161181
-1131.816409,240,205.266283
-1148.890055,240,279.090354
-1080.973857,240,343.635314
-1090.961823,240,409.113025
-1069.508815,240,467.538828
-1047.967563,240,533.853485
-1069.487884,240,590.414044
-1150.050767,240,643.893995
-1078.081759,240,708.518563
-1110.439689,240,791.918608
-1145.539097,240,858.523908
-1060.865121,240,928.034041
