# {"t_start": 1654041886.62572, "env_id": "HumanoidSwimmerEnv-v1"} 
r,l,t
-1145.843405,240,79.345822
-1123.373399,240,140.809077
-1088.365214,240,205.669771
-1048.364769,240,279.53722
-1063.627253,240,344.102569
-1114.500156,240,409.620643
-1097.094337,240,468.059029
-1020.629378,240,534.33588
-1102.051287,240,590.996899
-1052.991387,240,644.43517
-1140.957642,240,709.043092
-1145.921745,240,792.473326
-1113.030055,240,859.008067
-1073.867894,240,928.623575
