# {"t_start": 1654041886.627425, "env_id": "HumanoidSwimmerEnv-v1"} 
r,l,t
-1073.987664,240,79.187356
-1138.35125,240,140.610269
-1147.233102,240,205.718949
-1034.974167,240,279.592724
-1076.846333,240,344.179321
-1101.698943,240,409.607942
-1176.222456,240,467.932019
-1048.98899,240,534.297694
-1155.531823,240,590.989881
-1110.829616,240,644.491901
-1154.547427,240,709.030476
-1017.449595,240,792.274677
-1094.497337,240,859.008349
-1089.127793,240,928.681916
