# {"t_start": 1654041886.976514, "env_id": "HumanoidSwimmerEnv-v1"} 
r,l,t
-1128.907935,240,78.99106
-1088.724181,240,140.376898
-1093.275828,240,205.405476
-1088.100353,240,279.153428
-1049.22511,240,343.78055
-1076.097729,240,409.17208
-1040.489369,240,467.690902
-1086.281018,240,533.950739
-1103.252803,240,590.590344
-1187.527738,240,644.130039
-1179.844216,240,708.621766
-1100.763309,240,792.103003
-1037.330271,240,858.668039
-1107.914691,240,928.207269
